"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"D4","TPD6E05U06_PASS","2266.497mil","205.292mil","2266.497mil","205.292mil","2325.552mil","180.686mil","B","180.00","TPD6E05U06"
"D5","SOT-3","2799.213mil","307.087mil","2799.213mil","307.087mil","2785.433mil","290.354mil","T","0.00","TPD2E009DRTR"
"C64","C_0402","1059.329mil","659.536mil","1059.329mil","659.536mil","1059.329mil","676.268mil","T","270.00","100n"
"C63","C_0402","1138.069mil","659.536mil","1138.069mil","659.536mil","1138.069mil","676.268mil","T","270.00","100n"
"C62","C_0402","1090.825mil","659.536mil","1090.825mil","659.536mil","1090.825mil","676.268mil","T","270.00","100n"
"C60","C_0402","1169.565mil","659.536mil","1169.565mil","659.536mil","1169.565mil","676.268mil","T","270.00","100n"
"C59","C_0402","1248.305mil","659.536mil","1248.305mil","659.536mil","1248.305mil","676.268mil","T","270.00","100n"
"C37","0603","2455.473mil","197.418mil","2455.473mil","197.418mil","2455.473mil","168.875mil","B","90.00","1u"
"C4","C_0402","3181.168mil","1293.202mil","3181.168mil","1293.202mil","3181.168mil","1276.47mil","T","90.00","100n"
"C15","0603","3578.806mil","1600.289mil","3578.806mil","1600.289mil","3550.262mil","1600.289mil","T","360.00","4u7"
